Title,ISBN,Author,Book type,Original Price,Discounted Price,ISBN-10,Published Date,Publisher,No. of Pages
White Teeth,9780141939230,Zadie Smith,917505,15.99,15.99,141939230,25-01-2001,Penguin Books Ltd,560
You Are the Placebo,9781401944865,Dr. Joe Dispenza,917505,27.86,22.99,1401944868,29-04-2014,Hay House,
An Almost Perfect Christmas,9780241981368,Nina Stibbe,917505,15.99,15.99,241981360,02-11-2017,Penguin Books Ltd,176
Rafa,9780748129454,"Rafael Nadal, John Carlin",917505,12.99,12.99,748129456,18-08-2011,"Little, Brown Book Group",320
book not found,9781387629923,,,,,,,,
How Not to Be a Professional Racing Driver,9780241404171,Jason Plato,917505,14.99,14.99,241404177,19-09-2019,Penguin Books Ltd,304
The Children's Block,9781473573222,Otto B Kraus,917505,15.99,15.99,147357322X,17-10-2019,Ebury Publishing,320
The Paleo Diet Revised,9780544187610,Loren Cordain,917505,29.69,23.99,054418761X,27-02-2024,HarperCollins,288
book not found,9780842384896,,,,,,,,
book not found,9780307414144,,,,,,,,
Billy and Me,9781405909969,Giovanna Fletcher,917505,15.99,15.99,140590996X,23-05-2013,Penguin Books Ltd,416
Thief Of Time,9781407035284,Terry Pratchett,917505,15.99,15.99,1407035282,09-10-2008,Transworld,432
John,9780830844135,Michael Card,917504,37.07,37.07,830844139,14-07-2014,INTER VARSITY PR              ,237
1984,9780547249643,George Orwell,917505,9.99,9.99,547249640,03-09-2013,HarperCollins,
On Dublin Street,9781405912990,Samantha Young,917505,15.99,15.99,1405912995,25-10-2012,Penguin Books Ltd,416
Hinds' Feet on High Places,9780842313940,Hannah Hurnard,917504,28.99,26.25,084231394X,25-07-1986,TYNDALE PUB                   ,320
Dominic,9780992984915,L.A. Casey,917505,4.99,4.99,992984912,13-03-2016,?L.A. Casey,
book not found,9781311796653,,,,,,,,
book not found,9780141909417,,,,,,,,
Be As You Are,9780141935386,"David Godman, Sri Ramana Maharshi",917505,14.99,14.99,141935383,01-01-2000,Penguin Books Ltd,272
Before They Are Hanged : First Law,9780575091511,Joe Abercrombie,917505,12.99,12.99,575091517,18-06-2009,Orion,592
Moving Pictures,9781407034737,Terry Pratchett,917505,15.99,15.99,1407034731,27-05-2009,Transworld,400
Underland,9780241146422,Robert Macfarlane,917505,16.99,16.99,241146429,02-05-2019,Penguin Books Ltd,496
book not found,9780141923680,,,,,,,,
Goodnight Lady,9780755374076,Martina Cole,917504,24.99,21.75,075537407X,01-01-2011,Headline,832
Pop Goes the Weasel,9781405914970,M. J. Arlidge,917505,15.99,15.99,1405914971,11-09-2014,Penguin Books Ltd,464
Giovanni's Room,9780141903989,"James Baldwin, Caryl Phillips",917505,15.99,15.99,141903988,04-10-2001,Penguin Books Ltd,176
The Dark Forest,9780765377081,"Cixin Liu, Joel Martinsen",917504,52.25,52.25,076537708X,11-08-2015,Tor Books,512
Gateway to the Seer Realm,9780768403053,Barbie Breathitt,917504,32.63,32.63,768403057,21-08-2012,DESTINY IMAGE INC             ,316
A Mistletoe Kiss,9781407070742,Katie Flynn,917505,15.99,15.99,1407070746,05-08-2010,Random House,448
Hornblower and the Crisis,9780141928982,C.S. Forester,917505,15.99,15.99,141928980,05-10-2006,Penguin Books Ltd,176
book not found,9780141347738,,,,,,,,
Stalingrad,9780141926100,Antony Beevor,917505,15.99,15.99,141926104,04-10-2007,Penguin Books Ltd,512
Interesting Times,9781407034966,Terry Pratchett,917505,14.99,14.99,1407034960,05-12-2008,Transworld,432
book not found,9780385539265,,,,,,,,
The Woman Who Walked into the Sea,9781405923590,Mark Douglas-Home,917505,15.99,15.99,1405923598,14-01-2016,Penguin Books Ltd,336
Permafrost,9781250303554,Alastair Reynolds,917505,6.22,5.99,1250303559,19-03-2019,Tor Publishing Group,
The Diary of a Nobody,9780141905693,"George Grossmith, Weedon Grossmith, Weedon Grossmith, Ed Glinert, Ed Glinert",917505,10.99,10.99,141905697,01-01-2000,Penguin Books Ltd,256
Bless Her Dead Heart,9780463208823,Meg Collett,917505,1.39,1.39,046320882X,24-07-2019,Meg Collett,
The Enemy,9780748122868,Tom Wood,917505,16.99,16.99,748122869,13-03-2012,"Little, Brown Book Group",400
A Spell of Winter,9780141933412,Helen Dunmore,917505,15.99,15.99,141933410,25-10-2007,Penguin Books Ltd,320
A Wrinkle in Time,9780141929569,Madeleine L'Engle,917505,9.99,9.99,141929561,01-11-2007,Penguin Random House Children's UK,208
The Legend of Podkin One-Ear,9780571328277,"Kieran Larwood, David Wyatt",917505,10.99,9.99,057132827X,04-10-2016,Faber & Faber,288
Kitchen Confidential,9781408820858,Anthony Bourdain,917505,19.99,17.99,1408820854,20-12-2010,Bloomsbury Publishing,336
book not found,9780834821033,,,,,,,,
Smiley's People,9780241322536,John le Carré,917505,15.99,15.99,241322537,27-09-2018,Penguin Books Ltd,464
book not found,9780307416315,,,,,,,,
One by One,9780857203090,Chris Carter,917505,16.99,16.99,857203096,15-08-2013,Simon & Schuster UK,512
Guards! Guards!,9781407034690,Terry Pratchett,917505,14.99,14.99,1407034693,16-12-2008,Transworld,432
The Complete Book of Chalk Lettering,9780761187042,Valerie McKeehan,917505,23.99,23.99,761187049,06-10-2015,Workman Publishing Company,144
Jolly Foul Play,9780141369709,Robin Stevens,917505,9.99,9.99,141369701,24-03-2016,Penguin Random House Children's UK,336
book not found,9780230757073,,,,,,,,
book not found,9780698198586,,,,,,,,
Cross and Burn,9781405523127,Val McDermid,917505,11.99,11.99,1405523123,10-10-2013,"Little, Brown Book Group",448
"Ask Again, Yes",9781405943147,Mary Beth Keane,917505,15.99,15.99,1405943149,08-08-2019,Penguin Books Ltd,400
book not found,9780765376732,,,,,,,,
book not found,9780994865137,,,,,,,,
What's Tha Up To?,9780748129027,Martyn Johnson,917505,12.99,12.99,748129022,15-09-2011,"Little, Brown Book Group",192
book not found,9780061739255,,,,,,,,
Lustrum,9781409021315,Robert Harris,917505,15.99,15.99,1409021319,07-09-2010,Random House,464
book not found,9781328662088,,,,,,,,
book not found,9781282547674,,,,,,,,
Me Before You,9780141969183,Jojo Moyes,917505,15.99,15.99,141969180,02-01-2012,Penguin Books Ltd,528
Princeps' Fury,9780748112883,Jim Butcher,917505,11.99,11.99,074811288X,03-12-2009,"Little, Brown Book Group",512
The No. 1 Ladies' Detective Agency,9780748110612,Alexander McCall Smith,917505,11.99,11.99,748110615,02-10-2008,"Little, Brown Book Group",256
Pathfinder's Way,9781310928338,T.A. White,917505,4.15,4.15,1310928339,20-04-2016,T.A. White,
book not found,9780060882662,,,,,,,,
book not found,9780230761230,,,,,,,,
book not found,9781393267447,,,,,,,,
Barbarians at the Gate,9780061804038,"Bryan Burrough, John Helyar",917505,6.99,6.99,61804037,13-10-2009,HarperCollins,624
Bones to Ashes,9781407070049,Kathy Reichs,917505,15.99,15.99,1407070045,27-04-2010,Random House,464
The Great Gatsby,9780743273565,F. Scott Fitzgerald,917504,30.25,30.25,743273567,01-10-2004,SCRIBNER BOOKS CO             ,180
Bad Behavior,9780241383117,Mary Gaitskill,917505,15.99,15.99,241383110,02-05-2019,Penguin Books Ltd,208
The Giver,9780547345901,Lois Lowry,917505,5.99,5.99,547345909,01-01-2000,HarperCollins,192
4th of July,9780446179669,"James Patterson, Maxine Paetro",917504,36.40,36.40,446179663,01-07-2008,GRAND CENTRAL PUBL            ,400
book not found,9780230739161,,,,,,,,
book not found,9781509865437,,,,,,,,
Air Bound,9780349401874,Christine Feehan,917505,7.99,7.99,034940187X,27-05-2014,"Little, Brown Book Group",400
The Man Who Saw Everything,9780241977613,Deborah Levy,917505,15.99,15.99,241977614,29-08-2019,Penguin Books Ltd,208
book not found,9780230760653,,,,,,,,
The Bride,9781101533116,Julie Garwood,917505,17.14,13.99,1101533110,07-06-2011,Penguin Publishing Group,1
The Misfit,9780755385744,Rosie Goodwin,917505,11.99,11.99,755385748,10-05-2012,Headline,313
The Last,9780241984000,Hanna Jameson,917505,15.99,15.99,241984009,24-01-2019,Penguin Books Ltd,352
2nd Chance,9780755387069,"James Patterson, Andrew Gross",917505,12.99,12.99,755387066,23-06-2011,Headline,340
"Dead Beat (PI Kate Brannigan, Book 1)",9780007327645,Val McDermid,917505,12.99,12.99,7327641,22-05-2009,HarperCollins Publishers,288
The End,9780141957074,Ian Kershaw,917505,16.99,16.99,141957077,25-08-2011,Penguin Books Ltd,592
Demon's Dance,9780648324652,Keri Arthur,917505,6.99,6.99,648324656,12-02-2019,KA Publishing PTY LTD,
The Casual Vacancy,9781405519229,J.K. Rowling,917505,12.99,12.99,1405519223,27-09-2012,"Little, Brown Book Group",480
Whatever It Takes,9780755371365,Adele Parks,917505,12.99,12.99,755371364,21-06-2012,Headline,377
Shutter Island,9780748124800,Dennis Lehane,917505,11.99,11.99,748124802,21-10-2010,"Little, Brown Book Group",304
book not found,9780691189970,,,,,,,,
Cold Days,9780356500959,Jim Butcher,917504,20.40,20.40,356500950,10-09-2013,Little Brown,646
Mrs Dalloway,9780141904108,"Virginia Woolf, Stella McNichol, Elaine Showalter",917505,10.99,10.99,141904100,25-05-2000,Penguin Books Ltd,288
book not found,9780307414311,,,,,,,,
Sharpe's Gold,9780007338672,Bernard Cornwell,917505,12.99,12.99,7338678,24-07-2009,HarperCollins Publishers,304
Afghan Heat,9781301917099,Steve Stone,917505,5.18,5.18,1301917095,02-02-2016,Digital Dreams Publishing,
The Ship,9780141959238,C.S. Forester,917505,15.99,15.99,141959231,05-10-2006,Penguin Books Ltd,256
Silent Scream (The Minneapolis Series Book 2),9780755373260,Karen Rose,917505,11.99,11.99,075537326X,13-05-2010,Headline,544
book not found,9780648264873,,,,,,,,
The Book of Life,9780755384808,Deborah Harkness,917505,12.99,12.99,755384806,15-07-2014,Headline,592
Grief Is the Thing with Feathers,9780571323777,Max Porter,917505,14.29,12.99,571323774,15-09-2015,Faber & Faber,96
book not found,9780316230209,,,,,,,,
Dark Watch,9781405909914,"Clive Cussler, Jack du Brul",917505,14.99,14.99,1405909919,05-07-2012,Penguin Books Ltd,496
Keep Your Brain Alive,9780761168935,"Lawrence Katz, Manning Rubin",917504,20.25,20.25,761168931,02-06-2014,Workman,204
A Short History of Brexit,9780241398333,Kevin O'Rourke,917505,15.99,15.99,241398339,31-01-2019,Penguin Books Ltd,320
Silver in the Wood,9781250229786,Emily Tesh,917505,6.22,5.99,1250229782,18-06-2019,Tor Publishing Group,
book not found,9781310157202,,,,,,,,
Absolute Friends,9780241321942,John le Carré,917505,15.99,15.99,241321948,27-09-2018,Penguin Books Ltd,464
Wedding Tiers,9780007329052,Trisha Ashley,917505,8.99,8.99,7329059,29-05-2009,HarperCollins Publishers,416
Blood of Elves,9780575087491,"Andrzej Sapkowski, Danusia Stok",917505,12.99,12.99,575087498,19-08-2010,Orion,320
Promise of Blood,9781405519946,Brian McClellan,917505,11.99,11.99,1405519940,16-04-2013,"Little, Brown Book Group",608
A Dark-Adapted Eye,9780141938264,Barbara Vine,917505,15.99,15.99,141938269,07-05-2009,Penguin Books Ltd,304
Making Sense of the Troubles,9780141952000,"David McKittrick, David McVea",917505,18.99,18.99,141952008,29-11-2001,Penguin Books Ltd,416
book not found,9780752876788,,,,,,,,
Ambush,9781405944038,Geraint Jones,917505,15.99,15.99,140594403X,12-12-2019,Penguin Books Ltd,400
Dune: The Gateway Collection,9780575122796,Frank Herbert,917505,59.99,59.99,057512279X,30-11-2012,Orion,800
Never Somewhere Else,9780751555752,Alex Gray,917505,12.99,12.99,751555754,31-10-2013,"Little, Brown Book Group",320
Sins of Empire,9780356509303,Brian McClellan,917505,12.99,12.99,356509303,07-03-2017,"Little, Brown Book Group",640
book not found,9780230754737,,,,,,,,
Curious George Haunted Halloween,9780544465619,H. A. Rey,917505,2.99,2.99,054446561X,17-06-2014,HarperCollins,24
book not found,9781101623695,,,,,,,,
Bullied,9781393148548,Vera Hollins,917505,4.29,4.29,1393148549,27-08-2019,?Vera Hollins,
The Rotters' Club,9780141910048,Jonathan Coe,917505,15.99,15.99,141910046,28-05-2008,Penguin Books Ltd,416
Survivor,9780241961544,Lesley Pearse,917505,15.99,15.99,241961548,13-02-2014,Penguin Books Ltd,544
Don't Be Evil,9780241404300,Rana Foroohar,917505,16.99,16.99,241404304,07-11-2019,Penguin Books Ltd,256
book not found,9780230743847,,,,,,,,
Milkman,9780571338764,Anna Burns,917505,16.49,14.99,571338763,15-05-2018,Faber & Faber,352
Lessons in Stoicism,9780241382929,John Sellars,917505,14.99,14.99,241382920,05-09-2019,Penguin Books Ltd,96
Middle England,9780241981320,Jonathan Coe,917505,15.99,15.99,241981328,08-11-2018,Penguin Books Ltd,368
book not found,9780330513173,,,,,,,,
Surface Detail,9781841498959,Iain M Banks,917504,22.99,20.35,1841498955,31-05-2011,Little Brown,640
book not found,9780307796103,,,,,,,,
The Little Book of Hygge,9780241283936,Meik Wiking,917505,15.99,15.99,241283930,01-09-2016,Penguin Books Ltd,288
Call for the Dead,9780141972244,John le Carré,917505,15.99,15.99,141972246,03-11-2011,Penguin Books Ltd,160
book not found,9780230770096,,,,,,,,
The Girl You Left Behind,9780141969190,Jojo Moyes,917505,15.99,15.99,141969199,27-09-2012,Penguin Books Ltd,544
Abaddon's Gate,9780748122981,James S. A. Corey,917505,12.99,12.99,748122982,04-06-2013,"Little, Brown Book Group",560
book not found,9781328561770,,,,,,,,
The Volunteer,9780753545195,Jack Fairweather,917505,18.99,18.99,753545195,27-06-2019,Ebury Publishing,528
How to Win Friends and Influence People in the Digital Age,9780857207296,Dale Carnegie Training,917505,12.99,12.99,857207296,29-09-2011,Simon & Schuster UK,272
The Goodnight Train,9780547769332,"June Sobel, Laura Huliska-Beith",917505,11.99,11.99,547769334,01-09-2006,HarperCollins,32
book not found,9780141347790,,,,,,,,
Katy,9780141353975,Jacqueline Wilson,917505,9.99,9.99,014135397X,30-07-2015,Penguin Random House Children's UK,320
False God of Rome,9780857899767,Robert Fabbri,917505,7.49,6.99,857899767,01-01-2013,Corvus,300
Wish You Were Here,9781405917902,Catherine Alliott,917505,15.99,15.99,1405917903,26-02-2015,Penguin Books Ltd,416
The Spy Who Came in from the Cold,9780141963624,"John le Carré, William Boyd",917505,15.99,15.99,014196362X,24-02-2011,Penguin Books Ltd,272
I Am Dynamite!,9780571336234,Sue Prideaux,917505,16.49,14.99,057133623X,02-10-2018,Faber & Faber,416
The Blank Slate,9780141925912,Steven Pinker,917505,18.99,18.99,141925914,05-06-2003,Penguin Books Ltd,528
book not found,9780132100670,,,,,,,,
book not found,9781101585658,,,,,,,,
book not found,9781310761898,,,,,,,,
Billion Dollar Whale,9780316436489,"Tom Wright, Bradley Hope",917505,23.99,23.99,316436488,18-09-2018,Hachette Books,400
The Penguin Lessons,9781405921824,Tom Michell,917505,14.99,14.99,140592182X,05-11-2015,Penguin Books Ltd,288
book not found,9781101175293,,,,,,,,
The Secret Diaries Of Miss Anne Lister: Vol. 1,9780748125715,"Anne Lister, Helena Whitbread",917505,12.99,12.99,074812571X,04-11-2010,"Little, Brown Book Group",384
book not found,9780544553729,,,,,,,,
Christmas with the Bomb Girls,9781405929813,Daisy Styles,917505,15.99,15.99,1405929812,19-10-2017,Penguin Books Ltd,400
Endgame,9781370239290,Chloe Walsh,917505,7.59,7.59,1370239297,23-03-2023,Chloe Walsh,
The Value of Everything,9780241188828,Mariana Mazzucato,917505,15.99,15.99,241188822,26-04-2018,Penguin Books Ltd,256
book not found,9780230760615,,,,,,,,
Auschwitz Escape,9781301652815,Danny Naten,917505,4.18,4.18,1301652814,11-05-2015,Danny Naten,
Reinvention,9780814413470,Brian Tracy,917505,2.99,2.99,814413471,30-01-2009,AMACOM,224
book not found,9780307490247,,,,,,,,
book not found,9780230768123,,,,,,,,
Heaven And Hell,9780297857020,Don Felder,917505,17.99,17.99,297857029,18-09-2008,Orion,352
book not found,9780316183208,,,,,,,,
book not found,9781304378088,,,,,,,,
book not found,9780061947353,,,,,,,,
Child of the Phoenix,9780007320936,Barbara Erskine,917505,10.99,10.99,7320930,13-03-2009,HarperCollins Publishers,944
book not found,9780141365855,,,,,,,,
Night Shift,9780385528849,Stephen King,917505,16.12,12.99,385528841,24-06-2008,Knopf Doubleday Publishing Group,
Out Of The Sun,9781407068305,Robert Goddard,917505,14.99,14.99,140706830X,30-03-2010,Transworld,432
The Fully Raw Diet,9780544562363,Kristina Carrillo-Bucaram,917505,34.99,34.99,544562364,05-01-2016,HarperCollins,272
State of the Union,9780241987803,Nick Hornby,917505,15.99,15.99,241987806,07-05-2019,Penguin Books Ltd,140
The Far Pavilions,9780141927138,M M Kaye,917505,15.99,15.99,141927135,01-01-2000,Penguin Books Ltd,960
The Blood Crows,9780755357222,Simon Scarrow,917505,11.99,11.99,755357221,24-10-2013,Headline,448
The Tibetan Book of the Dead,9780943217123,Karma-glin-pa (Karma Lingpa),917505,4.39,4.39,943217121,13-09-2010,Summum,
The Curry Secret,9780716022527,Kris Dhillon,917505,6.99,6.99,716022524,09-10-2009,"Little, Brown Book Group",160
book not found,9780241396940,,,,,,,,
Trust No One,9780718186395,Anthony Mosawi,917505,15.99,15.99,718186397,01-06-2018,Penguin Books Ltd,400
Steelheart,9780575104181,Brandon Sanderson,917505,11.99,11.99,057510418X,26-09-2013,Orion,400
A Liverpool Legacy,9780755399611,Anne Baker,917505,11.99,11.99,755399617,21-11-2013,Headline,384
Black Notice,9780748109258,Patricia Cornwell,917505,11.99,11.99,748109250,04-09-2008,"Little, Brown Book Group",480
East of Eden,9780141185071,John Steinbeck,917504,22.99,20.35,141185074,01-10-2003,Penguin UK,640
A Load of Old Tripe,9780141930961,Gervase Phinn,917505,14.99,14.99,141930969,05-11-2009,Penguin Books Ltd,144
book not found,9780330514750,,,,,,,,
Value Proposition Design,9781118968079,,917505,41.79,41.79,1118968077,20-10-2014,Wiley Professional Development (P&T),0
A Grave Matter,9780698140325,Anna Lee Huber,917505,13.70,11.99,069814032X,01-07-2014,Penguin Publishing Group,1
book not found,9780141353111,,,,,,,,
The Ancient Secret of the Fountain of Youth,9780753546413,Peter Kelder,917505,18.99,18.99,753546418,06-10-2011,Ebury Publishing,128
There There,9780525520375,Tommy Orange,917504,51.95,51.95,525520376,05-06-2018,KNOPF                         ,304
Deep Black,9781407039206,Andy McNab,917505,15.99,15.99,1407039202,02-10-2008,Transworld,512
The Grey Ghost,9781405937085,"Clive Cussler, Robin Burcell",917505,15.99,15.99,1405937084,31-05-2018,Penguin Books Ltd,400
The Naked Warrior,9780938045878,Pavel Tsatsouline,917505,14.66,13.99,938045873,01-12-2003,Dragon Door Publications,218
Atelier Crenn,9780544444683,Dominique Crenn,917505,72.59,58.99,054444468X,01-06-2018,Houghton Mifflin Harcourt,376
book not found,9781927100158,,,,,,,,
The Marriage Pact,9780718186111,Michelle Richmond,917505,15.99,15.99,718186117,27-07-2017,Penguin Books Ltd,400
No Way Out,9780241283523,Cara Hunter,917505,15.99,15.99,241283523,22-03-2019,Penguin Books Ltd,384
The Family,9780755375523,Martina Cole,917505,11.99,11.99,755375521,14-10-2010,Headline,300
